itemID,date
138,2018-02-13
139,2018-03-04
139,2018-05-12
140,2018-01-01
141,2018-03-04
141,2018-05-11
142,2018-01-13
142,2018-03-04
142,2018-05-12
143,2018-01-18
143,2018-01-27
143,2018-02-28
143,2018-04-24
143,2018-05-29
144,2018-01-05
144,2018-02-04
144,2018-03-15
146,2018-02-17
146,2018-03-21
146,2018-06-08
146,2018-06-24
147,2018-01-18
147,2018-01-31
147,2018-02-07
147,2018-02-13
147,2018-02-20
147,2018-03-03
147,2018-03-23
147,2018-04-22
150,2018-03-04
150,2018-05-19
151,2018-04-17
152,2018-01-12
152,2018-04-07
152,2018-05-02
152,2018-05-27
153,2018-04-07
153,2018-04-26
156,2018-02-05
157,2018-01-24
157,2018-03-21
157,2018-05-27
158,2018-01-24
158,2018-03-20
158,2018-05-27
159,2018-04-17
160,2018-04-13
160,2018-06-19
162,2018-02-19
162,2018-06-07
165,2018-01-27
165,2018-02-26
165,2018-03-09
165,2018-04-03
165,2018-04-16
166,2018-01-18
166,2018-01-27
166,2018-02-17
168,2018-01-18
168,2018-02-07
169,2018-02-09
169,2018-02-20
169,2018-05-16
169,2018-06-21
170,2018-01-18
170,2018-03-12
170,2018-05-02
171,2018-01-18
171,2018-02-12
171,2018-05-02
172,2018-04-05
172,2018-04-17
172,2018-05-11
173,2018-04-05
173,2018-05-14
174,2018-04-05
174,2018-05-02
174,2018-05-16
175,2018-04-17
175,2018-05-14
176,2018-04-17
176,2018-05-01
177,2018-04-05
177,2018-05-05
178,2018-01-04
178,2018-02-06
178,2018-04-07
178,2018-05-21
179,2018-01-05
179,2018-04-07
179,2018-05-02
179,2018-05-11
179,2018-05-31
180,2018-05-01
180,2018-05-31
180,2018-06-21
181,2018-04-05
181,2018-05-03
181,2018-05-09
182,2018-05-03
182,2018-05-11
183,2018-05-01
185,2018-02-02
185,2018-04-10
186,2018-05-03
188,2018-04-05
188,2018-04-11
188,2018-05-08
189,2018-04-17
189,2018-05-06
190,2018-01-30
190,2018-04-05
190,2018-06-19
191,2018-04-17
192,2018-04-17
192,2018-05-01
193,2018-04-17
193,2018-04-30
193,2018-06-26
194,2018-04-17
194,2018-06-10
195,2018-02-10
195,2018-04-17
195,2018-06-08
196,2018-06-06
197,2018-05-16
198,2018-02-05
198,2018-03-08
198,2018-04-04
199,2018-02-17
199,2018-02-25
199,2018-05-21
199,2018-06-19
200,2018-03-08
201,2018-01-01
201,2018-04-15
202,2018-01-01
202,2018-02-05
202,2018-03-02
202,2018-03-19
202,2018-04-08
203,2018-02-13
203,2018-03-03
203,2018-03-14
203,2018-04-13
203,2018-06-19
204,2018-02-18
206,2018-01-07
206,2018-04-17
206,2018-05-25
209,2018-01-18
209,2018-04-17
210,2018-01-01
211,2018-02-11
211,2018-02-27
211,2018-03-16
211,2018-05-21
212,2018-02-26
212,2018-02-27
212,2018-03-09
212,2018-03-27
212,2018-05-05
213,2018-05-07
215,2018-03-15
215,2018-05-16
216,2018-02-20
216,2018-05-04
216,2018-05-16
216,2018-06-26
218,2018-01-09
219,2018-02-09
219,2018-05-16
220,2018-06-07
221,2018-04-17
222,2018-01-01
222,2018-02-17
222,2018-06-08
224,2018-02-26
225,2018-02-17
225,2018-02-26
225,2018-04-07
227,2018-06-08
228,2018-03-15
229,2018-05-12
230,2018-03-15
231,2018-01-18
231,2018-01-25
231,2018-02-17
231,2018-04-06
231,2018-04-24
231,2018-04-26
231,2018-05-11
231,2018-05-27
231,2018-06-21
232,2018-02-07
233,2018-04-02
233,2018-05-16
234,2018-05-01
235,2018-01-04
235,2018-02-19
235,2018-05-01
236,2018-01-12
236,2018-03-02
237,2018-01-05
237,2018-01-15
237,2018-03-02
237,2018-03-12
237,2018-03-20
237,2018-03-27
237,2018-04-04
237,2018-04-08
238,2018-03-12
239,2018-02-04
240,2018-06-23
241,2018-05-16
242,2018-06-07
243,2018-02-21
243,2018-02-22
243,2018-04-02
243,2018-04-17
243,2018-04-24
243,2018-05-03
243,2018-05-11
243,2018-05-25
243,2018-06-28
244,2018-01-09
246,2018-03-13
247,2018-03-20
247,2018-05-27
248,2018-01-24
248,2018-03-20
248,2018-05-27
249,2018-01-24
249,2018-03-20
250,2018-01-24
250,2018-03-20
250,2018-05-27
251,2018-03-09
251,2018-03-10
251,2018-03-28
251,2018-05-20
251,2018-06-22
252,2018-05-16
252,2018-06-24
253,2018-04-17
253,2018-05-02
253,2018-05-21
253,2018-06-03
254,2018-01-02
254,2018-01-09
254,2018-01-26
254,2018-02-11
254,2018-02-12
254,2018-04-01
254,2018-04-05
254,2018-04-24
254,2018-05-11
254,2018-06-09
255,2018-01-17
255,2018-02-08
256,2018-02-18
257,2018-01-14
257,2018-02-01
257,2018-03-07
257,2018-06-04
257,2018-06-05
258,2018-01-14
258,2018-03-08
258,2018-06-04
258,2018-06-05
259,2018-01-17
259,2018-06-02
260,2018-01-17
260,2018-06-22
261,2018-01-18
261,2018-06-02
262,2018-05-14
263,2018-01-17
263,2018-06-02
264,2018-05-14
264,2018-06-02
265,2018-03-04
265,2018-05-12
266,2018-01-13
266,2018-03-04
267,2018-01-13
268,2018-01-18
268,2018-02-04
268,2018-02-13
268,2018-02-20
268,2018-03-11
268,2018-03-21
268,2018-04-03
269,2018-02-18
270,2018-02-08
270,2018-04-30
270,2018-06-02
271,2018-04-17
271,2018-05-13
272,2018-04-17
273,2018-01-03
273,2018-01-04
273,2018-02-01
273,2018-02-02
273,2018-02-06
273,2018-02-25
273,2018-03-11
273,2018-06-19
274,2018-01-03
274,2018-01-04
274,2018-02-01
274,2018-02-02
274,2018-02-06
274,2018-02-25
274,2018-03-29
274,2018-06-04
274,2018-06-17
275,2018-01-03
275,2018-01-04
275,2018-02-01
275,2018-02-02
275,2018-02-06
275,2018-02-25
275,2018-03-11
275,2018-06-19
277,2018-05-21
277,2018-06-28
278,2018-03-15
279,2018-02-19
279,2018-03-26
279,2018-04-23
279,2018-06-10
280,2018-03-15
281,2018-01-29
281,2018-03-14
282,2018-01-29
283,2018-02-17
283,2018-04-23
284,2018-06-16
285,2018-06-16
290,2018-01-17
290,2018-05-01
291,2018-06-21
292,2018-04-30
292,2018-05-14
293,2018-06-22
294,2018-01-14
294,2018-05-01
295,2018-01-18
295,2018-04-23
296,2018-02-09
296,2018-04-23
297,2018-04-23
297,2018-05-24
298,2018-03-20
298,2018-05-27
299,2018-01-24
299,2018-03-20
299,2018-05-27
300,2018-06-07
301,2018-06-07
302,2018-01-04
302,2018-05-08
302,2018-05-11
303,2018-03-15
303,2018-06-09
303,2018-06-19
304,2018-01-09
304,2018-01-18
304,2018-02-17
305,2018-01-03
305,2018-01-16
305,2018-02-06
305,2018-02-22
305,2018-06-08
306,2018-03-23
309,2018-01-07
309,2018-01-10
309,2018-01-22
309,2018-04-05
309,2018-04-08
309,2018-04-17
309,2018-05-07
309,2018-06-06
310,2018-05-16
311,2018-01-15
311,2018-02-11
311,2018-02-12
311,2018-04-10
311,2018-04-17
311,2018-05-02
311,2018-05-16
311,2018-06-19
312,2018-01-03
312,2018-01-10
312,2018-02-12
312,2018-04-01
312,2018-04-05
312,2018-04-17
312,2018-05-04
312,2018-05-09
312,2018-05-31
312,2018-06-28
313,2018-04-12
313,2018-06-09
314,2018-04-12
314,2018-05-26
315,2018-03-02
315,2018-05-03
316,2018-05-20
317,2018-01-24
317,2018-03-20
317,2018-05-27
318,2018-01-24
318,2018-03-20
318,2018-05-27
319,2018-01-18
319,2018-04-07
319,2018-05-04
320,2018-02-09
320,2018-03-15
320,2018-03-21
320,2018-05-16
320,2018-05-17
320,2018-05-22
320,2018-06-06
320,2018-06-10
322,2018-04-17
324,2018-04-05
324,2018-05-14
325,2018-01-18
325,2018-03-09
325,2018-03-21
325,2018-05-21
326,2018-01-18
326,2018-03-11
326,2018-04-15
328,2018-02-19
328,2018-04-23
329,2018-01-10
329,2018-04-07
329,2018-05-02
329,2018-05-16
330,2018-01-27
330,2018-03-15
330,2018-06-19
331,2018-01-06
331,2018-01-25
331,2018-06-04
331,2018-06-05
332,2018-01-06
332,2018-01-25
332,2018-06-04
332,2018-06-22
333,2018-01-06
333,2018-06-04
333,2018-06-27
334,2018-06-04
334,2018-06-05
335,2018-06-19
336,2018-04-17
336,2018-05-16
337,2018-01-16
337,2018-03-30
338,2018-03-30
339,2018-03-30
339,2018-05-16
340,2018-04-30
340,2018-05-16
340,2018-06-16
341,2018-04-30
342,2018-05-26
343,2018-01-16
343,2018-04-30
343,2018-05-16
344,2018-03-15
344,2018-06-08
345,2018-06-16
346,2018-01-16
349,2018-01-16
349,2018-04-30
349,2018-06-16
350,2018-04-30
350,2018-05-15
351,2018-01-16
351,2018-06-16
352,2018-03-17
353,2018-01-01
353,2018-03-17
353,2018-03-24
353,2018-04-29
353,2018-05-19
353,2018-06-07
354,2018-01-17
354,2018-04-06
354,2018-04-13
354,2018-04-22
354,2018-05-06
355,2018-01-18
355,2018-02-17
355,2018-04-06
355,2018-04-27
356,2018-01-14
356,2018-02-17
356,2018-03-06
356,2018-05-04
356,2018-05-31
356,2018-06-26
357,2018-01-18
357,2018-02-26
358,2018-01-25
360,2018-02-17
360,2018-05-16
360,2018-06-08
361,2018-01-18
361,2018-05-29
362,2018-02-17
362,2018-05-16
363,2018-02-17
363,2018-03-17
363,2018-05-16
364,2018-06-07
365,2018-02-22
365,2018-04-29
366,2018-03-08
367,2018-01-18
367,2018-05-29
368,2018-02-17
368,2018-05-16
369,2018-01-18
369,2018-03-15
369,2018-06-26
370,2018-01-18
371,2018-05-16
371,2018-06-08
372,2018-05-22
373,2018-01-18
373,2018-04-10
373,2018-04-17
374,2018-01-18
374,2018-05-01
374,2018-05-04
374,2018-06-13
375,2018-02-18
375,2018-06-09
376,2018-02-20
376,2018-04-08
377,2018-02-26
377,2018-02-27
377,2018-05-19
377,2018-06-17
377,2018-06-22
379,2018-01-13
379,2018-01-30
379,2018-03-08
380,2018-05-07
381,2018-01-10
381,2018-01-17
381,2018-01-28
381,2018-04-24
381,2018-05-22
381,2018-05-29
381,2018-06-23
382,2018-01-29
382,2018-04-10
383,2018-01-01
383,2018-02-21
383,2018-03-19
383,2018-06-19
383,2018-06-26
384,2018-01-02
384,2018-02-17
384,2018-06-19
385,2018-01-01
385,2018-03-01
385,2018-04-15
387,2018-01-29
387,2018-03-02
387,2018-04-23
388,2018-02-19
389,2018-01-18
389,2018-05-01
389,2018-06-25
390,2018-02-09
390,2018-02-26
390,2018-03-06
390,2018-03-15
390,2018-05-02
390,2018-05-26
391,2018-03-09
391,2018-03-30
391,2018-05-16
391,2018-06-19
392,2018-01-26
392,2018-02-01
392,2018-02-09
392,2018-02-20
392,2018-03-01
392,2018-04-24
392,2018-05-02
392,2018-05-13
392,2018-06-28
393,2018-03-09
393,2018-06-19
393,2018-06-20
394,2018-01-19
394,2018-04-07
394,2018-04-10
394,2018-04-16
394,2018-05-06
397,2018-01-31
398,2018-04-17
399,2018-04-17
399,2018-06-08
400,2018-04-17
401,2018-01-24
401,2018-03-20
401,2018-05-27
402,2018-03-20
402,2018-05-27
403,2018-01-24
403,2018-03-20
403,2018-05-27
404,2018-01-24
404,2018-03-20
404,2018-05-27
405,2018-01-24
405,2018-03-20
405,2018-05-27
406,2018-01-24
406,2018-03-20
406,2018-05-27
409,2018-02-02
411,2018-01-17
411,2018-02-07
413,2018-03-04
413,2018-05-12
414,2018-01-13
414,2018-03-04
414,2018-05-12
415,2018-01-13
416,2018-03-04
416,2018-05-12
416,2018-05-19
417,2018-01-13
417,2018-03-04
417,2018-05-12
417,2018-05-19
418,2018-01-13
418,2018-05-12
419,2018-01-02
419,2018-01-18
419,2018-01-31
419,2018-02-17
419,2018-04-07
419,2018-05-01
419,2018-05-04
419,2018-06-01
420,2018-01-10
420,2018-04-08
422,2018-06-07
423,2018-06-07
424,2018-01-10
424,2018-06-08
425,2018-04-27
425,2018-05-26
425,2018-06-08
426,2018-03-15
426,2018-06-19
427,2018-04-02
427,2018-06-07
429,2018-01-18
429,2018-04-17
429,2018-06-10
430,2018-02-17
430,2018-06-24
431,2018-02-17
431,2018-03-06
431,2018-04-03
431,2018-05-01
431,2018-06-19
432,2018-01-17
432,2018-03-02
432,2018-03-12
432,2018-03-21
432,2018-04-16
433,2018-03-06
433,2018-04-17
433,2018-05-24
434,2018-03-02
434,2018-03-03
434,2018-04-05
434,2018-04-27
434,2018-05-03
434,2018-05-25
434,2018-05-31
434,2018-06-19
435,2018-01-10
436,2018-01-10
436,2018-02-06
436,2018-03-12
436,2018-03-27
436,2018-04-05
436,2018-04-13
436,2018-04-27
436,2018-05-11
436,2018-05-25
438,2018-03-02
438,2018-03-06
438,2018-04-05
438,2018-06-13
440,2018-05-03
440,2018-06-02
441,2018-01-17
441,2018-04-30
441,2018-06-06
442,2018-04-30
443,2018-02-05
443,2018-06-16
444,2018-01-16
444,2018-06-16
445,2018-01-16
445,2018-06-16
446,2018-01-16
446,2018-06-16
447,2018-06-16
449,2018-05-16
449,2018-06-07
450,2018-05-16
451,2018-04-17
455,2018-02-17
455,2018-05-16
456,2018-03-09
456,2018-03-10
456,2018-05-16
457,2018-01-25
457,2018-03-09
457,2018-03-28
457,2018-05-20
457,2018-06-21
458,2018-01-26
458,2018-03-09
458,2018-03-29
458,2018-06-21
459,2018-03-09
459,2018-03-14
459,2018-05-26
459,2018-05-31
459,2018-06-26
460,2018-01-07
460,2018-01-14
460,2018-02-09
460,2018-02-22
460,2018-03-09
460,2018-03-26
460,2018-06-10
460,2018-06-28
461,2018-03-09
461,2018-04-03
461,2018-05-16
461,2018-06-21
462,2018-05-16
462,2018-06-20
463,2018-01-18
463,2018-02-02
463,2018-02-20
463,2018-03-11
463,2018-05-21
463,2018-06-19
464,2018-01-19
464,2018-01-25
464,2018-04-01
464,2018-04-02
464,2018-04-26
464,2018-04-27
464,2018-05-09
464,2018-05-17
464,2018-05-22
465,2018-02-17
465,2018-02-22
465,2018-03-22
465,2018-04-10
465,2018-05-16
466,2018-01-26
466,2018-02-09
466,2018-04-01
466,2018-04-10
466,2018-04-24
466,2018-05-07
466,2018-06-19
467,2018-01-02
467,2018-01-18
467,2018-01-25
467,2018-02-01
467,2018-03-09
467,2018-05-04
468,2018-01-18
468,2018-02-01
468,2018-02-12
468,2018-02-26
468,2018-04-11
468,2018-04-26
468,2018-05-01
468,2018-05-14
468,2018-06-19
469,2018-05-16
469,2018-06-08
470,2018-02-17
470,2018-03-08
470,2018-05-01
471,2018-01-27
471,2018-04-17
472,2018-04-17
472,2018-05-01
472,2018-05-16
472,2018-05-27
473,2018-01-18
473,2018-03-02
473,2018-04-04
473,2018-04-26
475,2018-01-01
476,2018-01-10
477,2018-05-03
478,2018-03-30
479,2018-03-30
479,2018-06-16
480,2018-01-18
480,2018-03-15
481,2018-05-16
481,2018-06-08
481,2018-06-25
482,2018-01-18
482,2018-04-15
484,2018-03-15
485,2018-01-18
485,2018-03-15
485,2018-06-26
486,2018-05-03
487,2018-04-22
488,2018-04-17
489,2018-01-09
489,2018-01-15
489,2018-01-19
489,2018-01-28
489,2018-02-26
489,2018-04-06
492,2018-01-10
492,2018-06-10
493,2018-01-16
493,2018-06-08
493,2018-06-24
494,2018-04-30
496,2018-02-10
496,2018-02-19
497,2018-01-03
497,2018-05-21
498,2018-01-06
498,2018-02-11
498,2018-04-01
498,2018-04-05
498,2018-04-17
498,2018-05-01
498,2018-05-11
498,2018-06-09
499,2018-01-14
499,2018-02-17
499,2018-02-20
499,2018-02-22
499,2018-03-11
499,2018-03-21
499,2018-04-15
500,2018-01-17
500,2018-02-11
500,2018-04-01
500,2018-04-10
500,2018-04-13
500,2018-04-24
500,2018-05-16
500,2018-05-21
500,2018-06-03
501,2018-01-10
501,2018-02-09
501,2018-03-06
501,2018-03-09
501,2018-03-21
501,2018-04-14
501,2018-05-03
502,2018-01-04
502,2018-01-23
502,2018-05-02
503,2018-01-25
503,2018-02-11
503,2018-02-28
503,2018-03-15
503,2018-05-02
503,2018-05-03
503,2018-06-10
504,2018-01-25
504,2018-02-26
504,2018-03-09
504,2018-03-29
505,2018-01-11
505,2018-05-01
506,2018-01-23
506,2018-02-17
506,2018-04-08
506,2018-04-17
506,2018-05-07
506,2018-05-17
507,2018-01-09
507,2018-01-18
507,2018-01-23
507,2018-02-18
507,2018-04-24
507,2018-05-11
508,2018-01-06
508,2018-01-26
508,2018-02-17
508,2018-03-08
508,2018-03-15
508,2018-05-16
509,2018-01-18
509,2018-01-25
509,2018-04-06
509,2018-04-17
510,2018-01-19
510,2018-04-26
511,2018-01-18
511,2018-04-06
511,2018-04-07
511,2018-04-24
511,2018-05-19
511,2018-05-20
511,2018-06-22
512,2018-01-18
512,2018-04-06
512,2018-04-24
512,2018-04-26
512,2018-05-07
512,2018-05-11
512,2018-06-02
512,2018-06-19
512,2018-06-26
513,2018-06-02
514,2018-02-18
514,2018-06-02
515,2018-01-17
515,2018-06-02
516,2018-01-11
516,2018-04-17
516,2018-04-27
516,2018-05-21
517,2018-04-05
517,2018-04-17
517,2018-06-08
519,2018-04-30
519,2018-05-16
519,2018-06-16
520,2018-01-01
520,2018-03-02
520,2018-04-10
521,2018-05-16
521,2018-05-31
522,2018-05-16
522,2018-05-22
523,2018-05-16
524,2018-04-23
524,2018-05-16
524,2018-06-23
525,2018-01-29
525,2018-05-16
526,2018-01-18
526,2018-06-07
527,2018-05-01
527,2018-06-19
528,2018-04-07
529,2018-01-01
529,2018-05-01
530,2018-01-08
530,2018-05-01
530,2018-05-02
531,2018-01-24
531,2018-03-20
531,2018-05-27
532,2018-01-24
532,2018-03-20
533,2018-01-24
533,2018-03-20
533,2018-05-28
534,2018-01-24
534,2018-05-27
535,2018-01-24
535,2018-03-20
536,2018-05-01
537,2018-03-17
537,2018-03-21
537,2018-04-17
537,2018-05-25
538,2018-03-17
538,2018-04-10
539,2018-06-02
540,2018-01-17
540,2018-04-30
540,2018-05-15
541,2018-02-08
541,2018-06-23
542,2018-01-17
542,2018-04-30
542,2018-06-02
543,2018-04-30
543,2018-05-16
543,2018-06-16
544,2018-04-30
544,2018-05-16
545,2018-01-16
545,2018-03-30
546,2018-03-30
546,2018-04-30
549,2018-02-05
550,2018-01-11
551,2018-01-01
552,2018-05-19
554,2018-01-28
554,2018-06-16
555,2018-01-16
556,2018-05-16
559,2018-06-16
560,2018-01-16
560,2018-02-05
560,2018-04-30
560,2018-06-16
561,2018-01-01
561,2018-05-21
562,2018-03-02
563,2018-01-18
563,2018-02-21
564,2018-01-12
564,2018-03-02
567,2018-01-16
567,2018-02-05
567,2018-06-16
568,2018-01-23
568,2018-04-24
568,2018-05-22
568,2018-05-29
568,2018-06-19
569,2018-04-24
569,2018-05-22
570,2018-01-06
570,2018-01-15
570,2018-01-23
570,2018-02-17
570,2018-03-21
570,2018-03-23
571,2018-01-25
571,2018-06-04
571,2018-06-19
572,2018-01-15
572,2018-03-22
572,2018-03-27
572,2018-04-17
572,2018-06-19
573,2018-03-22
573,2018-06-04
574,2018-01-02
574,2018-01-15
574,2018-02-14
574,2018-03-22
574,2018-04-05
574,2018-04-13
574,2018-04-26
574,2018-05-29
575,2018-03-22
575,2018-04-02
575,2018-06-04
575,2018-06-26
576,2018-01-02
576,2018-01-25
576,2018-03-21
576,2018-06-04
577,2018-01-02
577,2018-01-19
577,2018-01-25
577,2018-01-28
577,2018-03-22
577,2018-06-04
578,2018-03-22
578,2018-06-06
578,2018-06-22
579,2018-03-22
579,2018-06-04
580,2018-02-27
580,2018-05-08
581,2018-02-27
581,2018-04-17
581,2018-05-08
581,2018-05-29
581,2018-06-10
582,2018-01-09
582,2018-01-22
582,2018-02-27
582,2018-04-17
582,2018-05-08
582,2018-06-06
583,2018-01-25
583,2018-02-17
583,2018-03-13
583,2018-05-08
583,2018-05-22
583,2018-05-31
583,2018-06-10
583,2018-06-26
584,2018-02-27
584,2018-04-17
584,2018-05-11
585,2018-02-27
585,2018-04-17
585,2018-05-26
586,2018-02-27
586,2018-04-17
586,2018-05-29
586,2018-06-10
587,2018-01-15
587,2018-04-07
587,2018-05-09
588,2018-05-01
589,2018-02-13
589,2018-05-01
589,2018-05-27
590,2018-01-18
590,2018-05-17
590,2018-06-23
591,2018-01-18
591,2018-02-09
591,2018-05-01
591,2018-06-19
593,2018-01-16
593,2018-02-05
594,2018-01-16
594,2018-06-16
596,2018-05-01
596,2018-05-14
597,2018-05-01
598,2018-01-16
599,2018-05-01
599,2018-06-22
599,2018-06-23
600,2018-01-28
600,2018-03-30
601,2018-04-30
602,2018-02-05
602,2018-03-30
603,2018-03-30
603,2018-04-30
604,2018-01-26
604,2018-02-01
604,2018-02-11
604,2018-04-01
604,2018-04-07
604,2018-04-26
604,2018-05-01
604,2018-05-09
604,2018-06-10
605,2018-01-26
605,2018-02-12
605,2018-02-20
605,2018-04-01
605,2018-04-16
608,2018-01-07
608,2018-04-24
609,2018-02-17
609,2018-05-16
610,2018-04-17
610,2018-05-16
611,2018-04-27
611,2018-06-10
613,2018-01-04
613,2018-02-10
613,2018-05-08
613,2018-05-17
614,2018-01-18
614,2018-05-14
615,2018-01-18
615,2018-05-14
616,2018-02-05
617,2018-01-16
618,2018-01-16
619,2018-01-18
619,2018-03-01
619,2018-05-16
619,2018-05-22
620,2018-01-29
620,2018-03-02
620,2018-06-07
621,2018-01-04
621,2018-01-11
621,2018-01-27
621,2018-05-03
621,2018-05-07
621,2018-06-11
621,2018-06-19
622,2018-01-01
622,2018-02-03
623,2018-01-18
623,2018-03-15
623,2018-06-26
624,2018-01-18
624,2018-03-15
624,2018-06-26
625,2018-01-10
625,2018-02-12
625,2018-05-16
626,2018-01-03
626,2018-02-11
626,2018-02-17
626,2018-05-21
627,2018-01-03
627,2018-02-17
627,2018-03-09
627,2018-06-17
627,2018-06-18
628,2018-01-18
628,2018-05-02
629,2018-01-18
629,2018-01-23
629,2018-02-20
629,2018-05-02
629,2018-05-05
629,2018-06-17
630,2018-01-18
630,2018-04-06
630,2018-04-27
630,2018-06-19
631,2018-01-18
631,2018-01-25
631,2018-04-24
631,2018-05-02
632,2018-01-18
632,2018-04-26
632,2018-05-22
633,2018-01-18
633,2018-04-07
633,2018-04-17
634,2018-01-18
634,2018-04-06
634,2018-04-13
634,2018-04-24
634,2018-06-06
635,2018-01-18
635,2018-05-04
636,2018-01-18
637,2018-01-18
637,2018-02-17
637,2018-06-08
638,2018-01-18
638,2018-02-17
638,2018-03-30
638,2018-06-08
639,2018-01-18
639,2018-04-03
639,2018-06-08
640,2018-01-18
641,2018-01-18
641,2018-05-16
641,2018-06-24
642,2018-01-29
642,2018-05-16
643,2018-01-24
643,2018-03-20
643,2018-05-27
644,2018-01-24
644,2018-03-20
644,2018-05-27
645,2018-01-07
645,2018-02-03
